6	R	5905
6	J	5906
7	N	5907
7	J	5908
8	N	5908
8	J	5909
9	N	5909
9	J	5910
10	N	5910
10	J	5911
11	N	5911
11	J	5912
12	N	5912
12	J	5913
13	N	5913
13	J	5914
14	N	5914
14	J	5915
15	N	5915
15	J	5916
16	N	5916
16	J	5917
6	J	5919
16	R	5919
16	J	5934
15	R	5934
15	J	5949
14	R	5949
14	J	5964
13	R	5964
13	J	5979
12	R	5979
12	J	5994
11	R	5994
11	J	6009
10	R	6009
10	J	6024
9	R	6024
9	J	6039
8	R	6039
8	J	6054
7	R	6054
7	W	6054
16	R	6054
16	J	6069
15	R	6069
15	J	6084
14	R	6084
3	J	6099
14	J	6099
3	R	6099
3	W	6101
13	R	6101
13	J	6117
12	R	6117
12	J	6132
11	R	6132
11	J	6147
10	R	6147
7	J	6162
10	J	6162
7	R	6162
7	W	6162
9	R	6162
9	J	6177
8	R	6177
8	J	6192
6	R	6192
6	W	6192
16	R	6192
16	J	6207
15	R	6207
15	J	6222
14	R	6222
14	J	6237
13	R	6237
13	J	6252
12	R	6252
7	J	6267
12	J	6267
7	R	6267
7	W	6267
11	R	6267
11	J	6282
10	R	6282
10	J	6297
9	R	6297
9	J	6312
8	R	6312
8	J	6327
16	R	6327
16	J	6342
15	R	6342
15	J	6357
14	R	6357
7	J	6372
14	J	6372
7	R	6372
7	W	6372
13	R	6372
13	J	6387
12	R	6387
12	J	6402
11	R	6402
11	J	6417
10	R	6417
10	J	6432
9	R	6432
9	J	6447
8	R	6447
8	J	6462
16	R	6462
7	J	6477
16	J	6477
7	R	6477
7	W	6477
15	R	6477
15	J	6492
14	R	6492
14	J	6507
13	R	6507
13	J	6522
12	R	6522
12	J	6537
11	R	6537
11	J	6552
10	R	6552
10	J	6567
9	R	6567
7	J	6582
9	J	6582
7	R	6582
7	W	6582
8	R	6582
8	J	6597
16	R	6597
16	J	6612
15	R	6612
15	J	6627
14	R	6627
14	J	6642
13	R	6642
13	J	6657
12	R	6657
12	J	6672
11	R	6672
7	J	6687
11	J	6687
7	R	6687
7	W	6687
10	R	6687
10	J	6702
9	R	6702
9	J	6717
8	R	6717
8	J	6732
16	R	6732
16	J	6747
15	R	6747
15	J	6762
14	R	6762
14	J	6777
13	R	6777
7	J	6792
13	J	6792
7	R	6792
7	W	6792
12	R	6792
12	J	6807
11	R	6807
11	J	6822
10	R	6822
10	J	6837
9	R	6837
9	J	6852
8	R	6852
8	W	6862
16	R	6862
16	J	6877
15	R	6877
15	J	6892
14	R	6892
7	J	6907
14	J	6907
7	R	6907
7	W	6907
13	R	6907
13	J	6922
12	R	6922
12	J	6937
11	R	6937
11	J	6952
10	R	6952
8	J	6967
10	J	6967
8	R	6967
8	W	6967
9	R	6967
9	J	6982
16	R	6982
16	J	6997
15	R	6997
7	J	7012
15	J	7012
7	R	7012
7	W	7012
14	R	7012
14	J	7027
13	R	7027
13	J	7042
12	R	7042
12	J	7057
11	R	7057
8	J	7072
11	J	7072
8	R	7072
8	W	7072
10	R	7072
10	J	7087
9	R	7087
9	J	7102
16	R	7102
7	J	7117
16	J	7117
7	R	7117
7	E	7117
6	J	7117
6	R	7117
6	E	7118
4	J	7118
4	R	7118
17	N	7119
17	J	7120
4	W	7120
15	R	7120
15	J	7135
14	R	7135
14	J	7150
13	R	7150
13	J	7165
12	R	7165
8	J	7180
12	J	7180
8	R	7180
8	W	7180
11	R	7180
11	J	7195
10	R	7195
10	J	7210
9	R	7210
9	J	7225
17	R	7225
4	J	7227
17	E	7228
4	R	7228
4	W	7228
16	R	7229
16	J	7244
15	R	7244
15	J	7259
14	R	7259
14	J	7274
13	R	7274
8	J	7289
13	J	7289
8	R	7289
8	W	7289
12	R	7289
12	J	7304
11	R	7304
11	J	7319
10	R	7319
10	J	7334
9	R	7334
9	J	7349
16	R	7349
16	J	7364
15	R	7364
15	J	7379
14	R	7379
8	J	7394
14	J	7394
8	R	7394
8	W	7394
13	R	7394
13	J	7409
12	R	7409
12	J	7424
11	R	7424
11	J	7439
10	R	7439
10	J	7454
9	R	7454
9	J	7469
16	R	7469
16	J	7484
15	R	7484
8	J	7499
15	J	7499
8	R	7499
8	W	7499
14	R	7499
14	J	7514
13	R	7514
13	J	7529
12	R	7529
12	J	7544
11	R	7544
11	J	7559
10	R	7559
10	J	7574
9	R	7574
9	J	7589
16	R	7589
8	J	7604
16	J	7604
8	R	7604
8	W	7604
15	R	7604
15	J	7619
14	R	7619
14	J	7634
13	R	7634
13	J	7649
12	R	7649
12	J	7664
11	R	7664
11	J	7679
10	R	7679
10	J	7694
9	R	7694
9	W	7699
16	R	7699
8	J	7714
16	J	7714
8	R	7714
8	W	7714
15	R	7714
15	J	7729
14	R	7729
14	J	7744
13	R	7744
13	J	7759
12	R	7759
12	J	7774
11	R	7774
11	J	7789
10	R	7789
9	J	7804
10	J	7804
9	R	7804
9	W	7804
16	R	7804
8	J	7819
16	J	7819
8	R	7819
8	E	7819
1	J	7819
1	R	7819
1	W	7820
15	R	7820
15	J	7835
14	R	7835
14	J	7850
13	R	7850
13	J	7865
12	R	7865
12	J	7880
11	R	7880
11	J	7895
10	R	7895
9	J	7910
10	J	7910
9	R	7910
9	W	7910
16	R	7910
16	J	7925
15	R	7925
15	J	7940
14	R	7940
14	J	7955
13	R	7955
13	J	7970
12	R	7970
12	J	7985
11	R	7985
11	J	8000
10	R	8000
9	J	8015
10	J	8015
9	R	8015
9	W	8015
16	R	8015
16	J	8030
15	R	8030
15	J	8045
14	R	8045
14	J	8060
13	R	8060
13	J	8075
12	R	8075
12	J	8090
11	R	8090
11	J	8105
10	R	8105
4	J	8112
9	J	8120
10	J	8120
4	R	8120
4	W	8120
9	R	8120
9	W	8120
16	R	8120
16	J	8135
15	R	8135
15	J	8150
14	R	8150
14	J	8165
13	R	8165
13	J	8180
12	R	8180
12	J	8195
11	R	8195
11	J	8210
10	R	8210
9	J	8225
10	J	8225
9	R	8225
9	W	8225
16	R	8225
16	J	8240
15	R	8240
15	J	8255
14	R	8255
14	J	8270
13	R	8270
4	J	8277
13	J	8285
4	R	8285
4	W	8285
12	R	8285
12	J	8300
11	R	8300
11	J	8315
10	R	8315
9	J	8330
10	J	8330
9	R	8330
9	W	8330
16	R	8330
16	J	8345
15	R	8345
15	J	8360
14	R	8360
14	J	8375
13	R	8375
13	J	8390
12	R	8390
12	J	8405
11	R	8405
11	J	8420
10	R	8420
10	W	8420
16	R	8420
9	J	8435
16	J	8435
9	R	8435
9	W	8435
15	R	8435
15	J	8450
14	R	8450
14	J	8465
13	R	8465
4	J	8465
13	J	8480
4	R	8480
4	W	8480
12	R	8480
12	J	8495
11	R	8495
11	J	8510
16	R	8510
10	J	8525
16	J	8525
10	R	8525
10	W	8525
15	R	8525
9	J	8540
15	J	8540
9	R	8540
9	E	8540
1	J	8540
1	R	8540
1	W	8540
14	R	8541
14	J	8556
13	R	8556
13	J	8571
12	R	8571
4	J	8574
12	J	8586
4	R	8586
4	W	8586
11	R	8586
11	J	8601
16	R	8601
16	J	8616
15	R	8616
10	J	8631
15	J	8631
10	R	8631
10	W	8631
14	R	8631
14	J	8646
13	R	8646
13	J	8661
12	R	8661
12	J	8676
11	R	8676
11	J	8691
16	R	8691
16	J	8706
15	R	8706
15	J	8721
14	R	8721
10	J	8736
14	J	8736
10	R	8736
10	W	8736
13	R	8736
13	J	8751
12	R	8751
4	J	8762
12	J	8766
4	R	8766
4	W	8766
11	R	8766
11	J	8781
16	R	8781
16	J	8796
15	R	8796
15	J	8811
14	R	8811
14	J	8826
13	R	8826
10	J	8841
13	J	8841
10	R	8841
10	W	8841
12	R	8841
12	J	8856
11	R	8856
11	J	8871
16	R	8871
16	J	8886
15	R	8886
4	J	8897
15	J	8901
4	R	8901
4	W	8901
14	R	8901
14	J	8916
13	R	8916
13	J	8931
12	R	8931
10	J	8946
12	J	8946
10	R	8946
10	W	8946
11	R	8946
11	W	8956
16	R	8956
16	J	8971
15	R	8971
15	J	8986
14	R	8986
14	J	9001
13	R	9001
13	J	9016
12	R	9016
12	J	9031
16	R	9031
16	J	9046
15	R	9046
11	J	9061
10	J	9061
15	J	9061
10	R	9061
10	W	9061
11	R	9061
11	W	9061
14	R	9061
14	J	9076
13	R	9076
13	J	9091
12	R	9091
3	J	9106
12	J	9106
3	R	9106
3	W	9109
16	R	9109
16	J	9124
15	R	9124
4	J	9124
15	J	9139
4	R	9139
4	W	9139
14	R	9139
14	J	9154
13	R	9154
11	J	9169
10	J	9169
13	J	9169
10	R	9169
10	E	9169
1	J	9169
1	R	9169
1	W	9170
11	R	9170
11	W	9170
12	R	9170
12	J	9185
16	R	9185
16	J	9200
15	R	9200
15	J	9215
14	R	9215
14	J	9230
13	R	9230
13	J	9245
12	R	9245
12	J	9260
16	R	9260
4	J	9260
11	J	9275
16	J	9275
11	R	9275
11	W	9275
4	R	9275
4	W	9275
15	R	9275
15	J	9290
14	R	9290
14	J	9305
13	R	9305
13	J	9320
12	R	9320
12	J	9335
16	R	9335
16	J	9350
15	R	9350
15	J	9365
14	R	9365
4	J	9369
11	J	9380
14	J	9380
11	R	9380
11	W	9380
4	R	9380
4	W	9381
13	R	9381
4	J	9381
13	J	9396
4	R	9396
4	W	9396
12	R	9396
4	J	9396
12	J	9411
4	R	9411
4	J	9411
18	N	9411
18	J	9412
4	W	9413
18	R	9413
18	W	9413
18	J	9413
16	J	9428
18	R	9428
18	J	9429
